GENDER,HOME_VALUE,HH_INCOME,NET_WORTH,PRES_KIDS,AGE,HOMEOWNER,CREDIT_RATING,PART_AFFILIATION,CONFIDENCE_LEVEL,BUBBLES,Childrens_Recency_of_Purchase,Fashion_Accessories_and_Beauty_Recency_of_Purchase,Female_and_Male_Apparel_Recency_of_Purchase,High_Ticket_Female_Apparel_Acc_Recency_of_Purchase,High_Ticket_Home_Decor_Recency_of_Purchase,Home_Decor_Recency_of_Purchase,Intimate_Apparel_and_Undergarments_Recency_of_Purchase,Kitchen_and_Bath_Recency_of_Purchase,Male_Apparel_Recency_of_Purchase,Modern_Contemporary_Decor_and_Gifts_Recency_of_Purchase,Other_Recency_of_Purchase,Purchase_Date_Range,TARGET
F,Q,Q,G,TRUE,45-54,H,B,I,0,Lowkey Luxe,,1,,,5,,,5,,,,1,0
F,R,O,I,,75+,H,B,I,0,Senior Elite,,,,,,,,,,,,1,0
F,R,S,I,TRUE,65-74,H,C,D,0,Country Club Set,4,3,1,,4,4,,4,,,,1,0
F,S,S,I,TRUE,45-54,H,B,D,0,Lowkey Luxe,5,1,2,1,1,,4,2,2,1,1,1,0
F,Q,O,H,TRUE,55-64,H,B,I,0,Wealth Whispers,,,,,,,,,,,,2,0
F,R,S,I,TRUE,65-74,H,C,I,0,Country Club Set,,5,1,2,3,5,,5,,3,,1,0
M,S,S,I,TRUE,75+,H,B,L,0,Urban Elites,5,5,,,,,,5,3,,,1,0
F,L,L,H,,75+,H,B,D,0,Golden Era,,5,5,,,,,,,,,1,0
F,Q,N,I,TRUE,65-74,H,B,D,0,Smart Singles,,,,,3,,,3,,,,1,0
F,S,S,I,TRUE,35-44,H,C,I,0,High Tech Rednecks,,,,,,,,,,,,,0
F,S,S,I,TRUE,35-44,H,C,I,0,High Tech Rednecks,,,,,,,,,,,,,0
F,Q,A,I,,75+,H,B,R,0,Senior Discount,,,,,,,,,,,,,0
F,Q,S,I,TRUE,55-64,H,B,D,0,Hometown Heroes,2,4,4,5,4,5,,4,,5,,1,0
F,O,N,G,TRUE,45-54,H,B,D,0,Working for the Weekend,,,,,5,,,5,,5,,4,0
F,U,O,I,TRUE,55-64,H,,R,0,Suburban Socialites,,,,,5,,,4,,5,,2,0
F,S,S,I,TRUE,55-64,H,B,I,0,Minivans and Malls,,3,1,1,1,2,5,2,4,1,,1,0
F,,O,I,TRUE,45-54,H,,D,0,Lowkey Luxe,,,,,,,,,,,5,1,0
M,S,Q,I,TRUE,55-64,H,C,I,0,Lowkey Luxe,,,1,,,,,,,,,1,0
M,R,O,H,TRUE,35-44,H,B,L,0,Glitterati,,,,,,,,,,,,4,0
M,R,O,H,TRUE,35-44,H,B,L,0,Glitterati,,,,,,,,,,,,4,0
M,R,O,H,TRUE,35-44,H,B,L,0,Glitterati,,,,,,,,,,,,4,0
F,,N,I,TRUE,65-74,H,,D,0,Silver Sneakers,5,,,,3,,,,,3,,3,0
F,Q,J,E,,75+,H,,D,0,Silver Sneakers,,3,1,,3,,3,5,3,3,,1,0
M,S,S,I,TRUE,45-54,H,B,R,0,Minivans and Malls,5,5,2,1,2,,5,5,4,2,2,1,0
M,S,S,I,TRUE,45-54,H,B,R,0,Minivans and Malls,5,5,2,1,2,,5,5,4,2,2,1,0
F,P,O,I,,75+,H,B,D,0,Senior Society,,,,,,,,,1,,,1,0
F,R,O,H,TRUE,55-64,H,C,D,0,Lowkey Luxe,5,5,5,,4,5,5,,5,5,,1,0
F,S,R,I,TRUE,55-64,H,A,I,0,Wealth Whispers,,,,,,,,,2,,,1,0
F,S,R,I,TRUE,55-64,H,A,I,0,Wealth Whispers,,,,,,,,,2,,,1,0
F,S,Q,I,TRUE,,H,D,R,0,Wealth Whispers,3,,5,,5,,,4,,5,,2,0
M,O,L,G,,65-74,H,B,I,0,Smart Singles,,,,,,,,,,,,2,0
F,R,O,I,,55-64,H,A,D,0,Hometown Heroes,,,,,,,,,,,,4,0
F,Q,R,I,,55-64,H,B,,0,Suburban Socialites,,,,,,,,,,,,5,0
F,S,S,I,TRUE,55-64,H,C,R,0,Wealth Whispers,,5,,,4,4,5,,,,,1,0
M,,Q,I,,65-74,H,,R,0,Urban Elites,,,,,5,5,,,,,,2,0
M,,Q,I,,65-74,H,,R,0,Urban Elites,,,,,5,5,,,,,,2,0
F,R,Q,I,TRUE,65-74,H,D,R,0,Wealth Whispers,,5,1,,,,,,,,,1,0
M,S,G,I,,55-64,H,C,D,0,Melting Pot Medley,,,,,,,,,,,,4,0
M,Q,O,G,,55-64,H,B,I,0,Wealth Whispers,,,,,,,,,,,,3,0
F,U,B,A,TRUE,45-54,R,E,L,0,Single and Surviving,,2,,,,,,,,,,2,0
F,P,O,I,TRUE,65-74,H,B,I,0,Wealth Whispers,,,,,,2,,,5,,2,1,0
F,S,N,I,,75+,H,B,D,0,Silver Sneakers,,,5,,4,,,4,,5,,2,0
F,S,S,I,TRUE,55-64,H,A,D,0,Lowkey Luxe,,,3,5,,,,,,,,1,0
F,R,S,I,TRUE,55-64,H,C,R,0,Wealth Whispers,,4,,5,3,,3,5,1,3,2,1,0
F,S,S,I,,55-64,H,B,D,0,Wealth Whispers,,5,,1,,,,,5,,,1,0
F,S,S,I,TRUE,65-74,H,A,D,0,Old Money,4,5,2,2,5,5,,5,4,5,,2,0
F,Q,Q,I,TRUE,55-64,H,D,R,0,Suburban Socialites,3,,,,2,,,,,2,,2,0
F,S,S,I,TRUE,55-64,H,C,R,0,Wealth Whispers,,2,2,1,3,5,5,3,5,5,2,1,0
F,S,S,I,TRUE,75+,H,B,D,0,Urban Elites,3,4,1,1,1,3,5,,5,,,1,0
F,R,R,I,TRUE,45-54,H,C,D,0,Minivans and Malls,4,4,5,5,1,,,,,1,,1,0
F,S,S,I,,55-64,H,B,L,0,Wealth Whispers,4,5,5,5,1,1,,5,1,1,5,1,0
F,Q,O,F,TRUE,45-54,H,A,D,0,Lowkey Luxe,,5,3,4,4,4,3,,2,,4,1,0
F,Q,O,F,TRUE,45-54,H,A,D,0,Lowkey Luxe,,5,3,4,4,4,3,,2,,4,1,0
M,R,R,I,TRUE,45-54,H,A,D,0,Lowkey Luxe,,,,,,,,,5,,,5,0
F,Q,O,I,TRUE,65-74,H,B,L,0,Old Money,,,,,,,,,,,,5,0
F,Q,O,I,TRUE,75+,H,C,D,0,Senior Elite,,,,1,5,,,,,5,,1,0
M,R,J,A,TRUE,55-64,H,A,I,0,Home for the Holidays,,,,,,,,,,,,5,0
M,H,N,G,,75+,H,C,I,0,Silver Sneakers,,,,,,,,,,,,4,0
M,H,N,G,,75+,H,C,I,0,Silver Sneakers,,,,,,,,,,,,4,0
M,U,O,G,TRUE,55-64,H,F,R,0,Patriotic and Proud,,,,,,,,,3,,,1,0
F,R,R,I,TRUE,55-64,H,B,D,0,Suburban Socialites,,5,3,,1,,,,4,1,,1,0
M,S,S,I,TRUE,55-64,H,B,I,0,Suburban Socialites,4,4,2,,,,,,,,5,2,0
F,Q,S,I,TRUE,55-64,H,B,I,0,Suburban Socialites,,5,,,,,,,,,,1,0
M,S,N,I,,75+,H,,,0,Golden Era,,,,,,4,,,,,4,4,0
M,S,N,I,,75+,H,,,0,Golden Era,,,,,,4,,,,,4,4,0
F,S,S,I,,65-74,H,C,D,0,Old Money,1,5,1,2,1,2,3,,,1,,1,0
F,S,S,I,TRUE,75+,H,B,L,0,Country Club Set,,4,1,,3,,2,3,1,,,1,0
M,Q,N,I,TRUE,75+,H,A,D,0,Golden Era,,,5,,,,5,,,,,2,0
F,U,N,G,,65-74,R,A,D,0,Silver Sneakers,,,,,,,,,,,,,0
F,Q,O,I,TRUE,65-74,H,C,R,0,Old Money,5,5,,,3,,5,3,,,,1,0
F,Q,Q,I,TRUE,75+,H,C,I,0,Urban Elites,,5,,,,,,,,,,1,0
M,Q,R,I,TRUE,65-74,H,D,L,0,Wealth Whispers,,5,,,,,,,,,,4,0
F,,S,I,TRUE,65-74,H,,D,0,Wealth Whispers,,2,,5,2,,5,2,,2,,1,0
M,S,Q,I,,75+,H,D,,0,Urban Elites,,,,,,,,,,,,,0
F,S,R,I,TRUE,65-74,H,B,D,0,Senior Society,,1,5,3,5,5,3,,,5,4,1,0
F,S,O,H,TRUE,65-74,H,B,D,0,Old Money,,5,,,,,,,2,,,2,0
F,S,O,H,TRUE,65-74,H,B,D,0,Old Money,,5,,,,,,,2,,,2,0
F,R,S,I,TRUE,55-64,H,A,L,0,Suburban Socialites,,,,,1,1,,,,,,1,0
F,S,S,I,TRUE,65-74,H,B,D,0,Suburban Socialites,4,5,2,1,2,5,2,,2,2,4,1,0
F,S,R,I,TRUE,65-74,H,C,I,0,Suburban Socialites,5,3,5,,,,,,,,,1,0
M,R,R,I,TRUE,45-54,H,C,L,0,Lowkey Luxe,,5,1,,2,,,2,5,3,,1,0
M,Q,S,I,TRUE,55-64,H,C,D,0,Wealth Whispers,,4,5,3,5,5,,,3,,,2,0
F,R,R,I,TRUE,45-54,H,B,D,0,Minivans and Malls,4,,1,5,5,,,,,,1,1,0
F,R,R,I,TRUE,45-54,H,B,D,0,Lowkey Luxe,,,,2,,,,,,,,1,0
F,U,D,I,,55-64,H,A,I,0,Modern Family,,,,,,,,,2,,,2,0
F,Q,S,I,TRUE,55-64,H,,I,0,Minivans and Malls,,,,,,,,,5,,,2,0
F,S,S,I,TRUE,55-64,H,F,D,0,Wealth Whispers,,,,,,,,,,,,,0
F,Q,S,I,TRUE,45-54,H,B,,0,Minivans and Malls,,5,4,,,,,,,,4,4,0
F,R,O,H,,75+,H,D,R,0,Country Club Set,,5,3,5,,,,,1,,,1,0
F,R,Q,I,TRUE,65-74,H,B,D,0,Old Money,,5,,,2,2,,,,,,2,0
F,Q,R,I,TRUE,55-64,H,H,R,0,Wealth Whispers,5,3,4,2,3,,3,3,2,4,,1,0
M,,,I,TRUE,45-54,H,,D,0,Minivans and Malls,,,,,5,5,5,,,,,5,0
M,Q,P,I,,65-74,H,B,I,0,Urban Elites,,,,,,,,,,,,5,0
M,Q,P,I,,65-74,H,B,I,0,Urban Elites,,,,,,,,,,,,5,0
F,R,O,I,TRUE,55-64,H,B,D,0,Single and Thriving,,,,5,,,5,,3,,3,1,0
F,Q,O,I,TRUE,55-64,H,B,D,0,Lowkey Luxe,,,,,,,,,,,,,0
M,R,S,I,TRUE,55-64,H,B,R,0,Suburban Socialites,,,3,,5,5,,,1,5,,1,0
F,R,S,I,TRUE,55-64,H,C,D,0,Suburban Socialites,,1,,,5,,,5,,,2,1,0
M,S,S,I,TRUE,65-74,H,C,I,0,Old Money,3,,1,2,5,,,,1,5,,1,0
F,S,S,I,TRUE,55-64,H,,D,0,Wealth Whispers,,3,1,,1,1,5,,3,1,1,1,0
M,R,P,I,TRUE,65-74,H,B,D,0,Wealth Whispers,,4,,,,,,,,,,2,0
M,R,P,I,TRUE,65-74,H,B,D,0,Wealth Whispers,,4,,,,,,,,,,2,0
M,R,P,I,TRUE,65-74,H,B,D,0,Wealth Whispers,,4,,,,,,,,,,2,0
M,S,R,I,,65-74,H,B,D,0,Old Money,,4,,,4,4,,,2,,,2,0
F,Q,Q,H,TRUE,45-54,H,C,L,0,Lowkey Luxe,5,,1,1,5,,,5,,5,5,1,0
F,Q,Q,H,TRUE,45-54,H,C,L,0,Lowkey Luxe,5,,1,1,5,,,5,,5,5,1,0
F,Q,R,I,TRUE,55-64,H,B,L,0,Lowkey Luxe,3,,,,,,,,,,,3,0
M,S,R,I,,65-74,H,B,D,0,Old Money,,,,,,,,,,,,1,0
M,S,R,I,,65-74,H,B,D,0,Old Money,,,,,,,,,,,,1,0
M,S,R,I,,65-74,H,B,D,0,Old Money,,,,,,,,,,,,1,0
F,S,Q,I,TRUE,75+,H,D,,0,Old Money,,5,2,,,,2,,,,,1,0
F,Q,C,I,TRUE,45-54,H,C,L,0,Family Values,,5,,,,,,,,,,1,0
F,Q,R,I,TRUE,65-74,H,B,D,0,Country Club Set,5,,,,5,,,5,,,,4,0
F,R,S,I,TRUE,55-64,H,C,D,0,Suburban Socialites,5,2,3,5,5,5,5,,5,5,,1,0
F,R,S,I,TRUE,55-64,H,A,I,0,Suburban Socialites,,,3,4,5,,5,,,,,3,0
F,,,,,65-74,R,,D,0,Old Money,5,2,5,,1,1,5,3,,,1,1,0
F,U,N,H,TRUE,35-44,R,E,D,0,Date Nights City Lights,3,,,1,1,5,,3,,5,,1,0
M,R,S,I,,55-64,H,A,D,0,Wealth Whispers,,2,5,,5,,4,,1,5,1,1,0
F,S,S,I,TRUE,75+,H,B,D,0,Old Money,,,5,2,1,,,,2,1,,1,0
M,Q,N,H,TRUE,65-74,H,D,D,0,Home for the Holidays,,,,,,,,,,,,,0
F,R,Q,I,TRUE,65-74,H,B,D,0,Old Money,,,,,,5,,,,,,5,0
F,Q,N,H,,65-74,H,C,I,0,Single Sophisticates,,,1,1,5,,,,5,5,,1,0
F,Q,N,H,,65-74,H,C,I,0,Single Sophisticates,,,1,1,5,,,,5,5,,1,0
F,Q,N,H,,65-74,H,C,I,0,Single Sophisticates,,,1,1,5,,,,5,5,,1,0
F,N,O,G,,65-74,H,E,I,0,Senior Society,,5,,,,,,,,,,5,0
F,N,O,G,,65-74,H,E,I,0,Senior Society,,5,,,,,,,,,,5,0
M,S,O,I,TRUE,55-64,H,C,D,0,Wealth Whispers,,5,,,,,,,5,,,1,0
M,S,S,I,TRUE,75+,H,B,L,0,Senior Elite,,,2,,5,5,,3,2,5,,1,0
F,S,S,I,TRUE,55-64,H,B,I,0,Wealth Whispers,,2,2,2,5,5,5,,4,,,2,0
M,P,K,G,,75+,H,C,,0,Silver Sneakers,,,,,,,5,,,,,2,0
F,U,F,F,,75+,H,C,D,0,Mid Century Moderns,,,,,2,,,2,,4,,1,0
F,Q,O,I,,65-74,H,B,I,0,Old Money,4,,,,2,,,2,,,,2,0
F,Q,O,I,,65-74,H,B,I,0,Old Money,4,,,,2,,,2,,,,2,0
F,Q,O,I,,65-74,H,B,I,0,Old Money,4,,,,2,,,2,,,,2,0
F,U,R,H,FALSE,45-54,R,B,D,0,Jet Setters,,,,,,,,,,,,,0
M,S,S,I,TRUE,45-54,H,B,R,0,Jet Setters,,,3,,,,,,,,,3,0
M,S,S,I,TRUE,45-54,H,B,R,0,Jet Setters,,,3,,,,,,,,,3,0
M,Q,N,G,,55-64,H,B,D,0,Single Sophisticates,,,,,4,,,5,,4,,2,0
M,N,D,G,,65-74,H,C,D,0,Mid Century Moderns,,,5,,,1,,,2,,1,1,0
F,N,L,I,,75+,H,B,D,0,Silver Sneakers,,5,,,,,,,,,,1,0
F,N,N,H,TRUE,55-64,H,C,R,0,Country Clout,2,5,,,4,,,4,,,,1,0
F,R,L,H,,55-64,H,B,R,0,Single Sophisticates,,4,,,,,,,,,,4,0
M,S,P,I,,75+,H,D,D,0,Urban Elites,,,,,,,,,,,,5,0
F,R,O,I,TRUE,75+,H,C,D,0,Urban Elites,,,,,5,5,,,,5,,1,0
F,,,,FALSE,55-64,H,,,0,Minivans and Malls,,,,,,,,,,,,5,0
F,,,,FALSE,55-64,H,,,0,Minivans and Malls,,,,,,,,,,,,5,0
M,P,O,G,TRUE,55-64,H,C,D,0,Suburban Socialites,,,,,,,,,,,,,0
M,Q,O,I,TRUE,65-74,H,C,D,0,Old Money,,,,,,,,5,,,,1,0
F,Q,P,I,,65-74,H,D,D,0,Old Money,,,,,,,,,,,,2,0
F,S,R,I,TRUE,65-74,H,E,D,0,Wealth Whispers,,,,,,,,,,,,,0
F,S,R,I,TRUE,65-74,H,E,D,0,Wealth Whispers,,,,,,,,,,,,,0
F,U,Q,I,TRUE,55-64,R,,,0,Hometown Heroes,,5,3,,5,,,5,,5,5,3,0
M,R,E,I,TRUE,45-54,H,B,D,0,American Dreamers,,,,2,,,,,,,,1,0
M,R,E,I,TRUE,45-54,H,B,D,0,American Dreamers,,,,2,,,,,,,,1,0
F,R,,H,TRUE,45-54,H,C,R,0,Lowkey Luxe,5,3,1,2,4,4,3,,,5,,1,0
F,Q,N,H,TRUE,45-54,H,C,D,0,Working for the Weekend,,,,,2,3,,,,2,,2,0
F,Q,N,H,TRUE,45-54,H,C,D,0,Working for the Weekend,,,,,2,3,,,,2,,2,0
F,Q,R,I,,65-74,H,B,D,0,Old Money,4,5,1,3,,,,,,,,1,0
F,R,R,I,TRUE,55-64,H,B,D,0,Suburban Socialites,4,,,,5,5,,,,5,,1,0
F,Q,J,I,TRUE,75+,H,D,,0,Silver Sneakers,5,,,5,4,4,,4,,,,1,0
F,U,O,I,TRUE,75+,H,B,R,0,Senior Elite,,,,,,,,,,,,,0
F,U,O,I,TRUE,75+,H,B,R,0,Senior Elite,,,,,,,,,,,,,0
F,S,O,I,TRUE,55-64,H,B,D,0,Wealth Whispers,,,,,,,,,,,,5,0
F,N,O,I,TRUE,45-54,H,C,,0,Jet Setters,5,5,1,,,,1,,,,,1,0
F,N,O,I,TRUE,45-54,H,C,,0,Jet Setters,5,5,1,,,,1,,,,,1,0
F,Q,S,I,TRUE,55-64,H,B,D,0,Wealth Whispers,,,5,,,,,,5,,,2,0
F,Q,S,I,TRUE,55-64,H,B,D,0,Wealth Whispers,,,5,,,,,,5,,,2,0
F,Q,P,I,TRUE,65-74,H,B,L,0,Old Money,,,,,,,,,,,,,0
F,Q,O,I,,75+,H,A,D,0,Senior Elite,,,,,,,,,,,,1,0
M,Q,P,I,TRUE,55-64,H,C,R,0,Single and Thriving,,,,,,,,,,,,1,0
M,U,Q,I,,75+,H,C,R,0,Senior Elite,,5,5,,,,5,,,,,5,0
M,U,M,I,TRUE,55-64,H,B,D,0,Working for the Weekend,,,1,,4,,,4,,,,1,0
F,,O,H,,65-74,H,,D,0,Single and Thriving,,,,,,,,,,,,1,0
F,R,Q,I,TRUE,55-64,H,C,D,0,Wealth Whispers,,3,5,,1,1,,,,,,1,0
F,O,O,I,,75+,H,A,R,0,Senior Elite,,,,,,,,,,,,5,0
M,R,N,I,TRUE,75+,H,B,D,0,Retired and Relaxed,,,,,,,,,,,,2,0
F,S,O,H,,65-74,H,B,I,0,Urban Elites,,,2,1,4,,5,5,4,4,,1,0
F,Q,J,G,,65-74,H,C,D,0,Smart Singles,,,,3,3,3,3,,,,5,1,0
F,I,H,A,TRUE,45-54,H,G,I,0,Single and Surviving,5,,5,,,,,,,,,4,0
F,I,H,A,TRUE,45-54,H,G,I,0,Single and Surviving,5,,5,,,,,,,,,4,0
F,Q,P,I,TRUE,55-64,H,B,I,0,Jet Setters,,,,,5,5,,,,,,4,0
F,Q,L,I,,75+,H,B,D,0,Smart Singles,,,,,,,,,,,,2,0
F,S,O,I,TRUE,75+,H,D,D,0,Senior Elite,,3,5,,1,1,5,,3,4,,1,0
F,R,S,I,TRUE,55-64,H,B,R,0,Wealth Whispers,,,,4,,,,,,,,2,0
M,R,R,H,TRUE,65-74,H,C,R,0,Country Club Set,,5,2,,,,5,,,,,2,0
F,R,O,I,TRUE,65-74,H,E,D,0,Old Money,,4,1,,,,1,,5,,,1,0
M,U,J,H,,65-74,H,C,D,0,Smart Singles,,5,5,,5,,5,,5,5,,1,0
M,U,J,H,,65-74,H,C,D,0,Smart Singles,,5,5,,5,,5,,5,5,,1,0
M,Q,O,H,TRUE,65-74,H,C,D,0,Wealth Whispers,,,2,,,,3,,,,,2,0
F,Q,L,H,TRUE,45-54,H,C,D,0,Working for the Weekend,,,2,,,,,,5,,,2,0
F,S,L,H,TRUE,55-64,H,G,D,0,Dynamic Duos,,5,5,,,,,,5,,5,1,0
M,,R,I,,65-74,H,,,0,Urban Elites,,,,,,,,,,,,2,0
F,U,L,G,TRUE,35-44,H,C,R,0,Single in the Suburbs,,,2,4,2,4,3,5,,2,,1,0
F,I,L,G,TRUE,45-54,H,C,D,0,Pleasantville,5,,,,,,,,,,,5,0
F,E,L,I,,75+,H,B,,0,Smart Singles,,,,,1,1,,,,,,1,0
F,E,L,I,,75+,H,B,,0,Smart Singles,,,,,1,1,,,,,,1,0
M,P,N,H,TRUE,45-54,H,C,D,0,Working for the Weekend,,5,2,,5,5,,,,,,2,0
M,P,N,H,TRUE,45-54,H,C,D,0,Working for the Weekend,,5,2,,5,5,,,,,,2,0
M,U,J,I,,65-74,H,,I,0,Smart Singles,,1,,,,,,,,,,1,0
M,Q,O,H,TRUE,55-64,H,C,D,0,Wealth Whispers,,,,,,,,,,,,1,0
F,R,P,I,,75+,H,A,D,0,Old Money,,,,,5,5,,,,,5,1,0
F,R,R,H,TRUE,65-74,H,C,D,0,Suburban Socialites,5,4,1,2,4,,4,4,5,,,1,0
F,S,R,I,TRUE,45-54,H,B,L,0,Lowkey Luxe,5,,,,2,2,,,,2,,2,0
F,Q,L,I,TRUE,65-74,H,E,D,0,Smart Singles,,,,,,,,5,,,,5,0
F,S,O,I,TRUE,45-54,H,D,,0,Lowkey Luxe,,5,,,4,4,3,,5,,,3,0
M,Q,D,A,,65-74,H,D,L,0,Mid Century Moderns,,,,,,,,,,,,1,0
F,U,Q,I,,75+,H,B,D,0,Senior Elite,,,,,,3,,,,,3,3,0
F,U,Q,I,,75+,H,B,D,0,Senior Elite,,,,,,3,,,,,3,3,0
M,,L,G,TRUE,65-74,H,,,0,Retired and Relaxed,,,,,5,5,,,,,4,2,0
M,,L,G,TRUE,65-74,H,,,0,Retired and Relaxed,,,,,5,5,,,,,4,2,0
M,Q,O,H,TRUE,65-74,H,D,I,0,Old Money,5,,,5,,,,,,,,2,0
M,S,S,I,,65-74,H,B,R,0,Old Money,,5,1,,,,2,,1,,,1,0
F,Q,O,G,TRUE,65-74,H,E,I,0,Wealth Whispers,,1,1,,,,1,,,,,1,0
M,Q,O,H,TRUE,75+,H,E,D,0,Old Money,,5,,,,,,,,,,5,0
M,Q,S,I,,65-74,H,E,D,0,Urban Elites,,,,,,,,,,,,5,0
F,R,S,I,TRUE,65-74,H,B,R,0,Old Money,,,,,,,,,,,,,0
F,S,Q,I,,75+,H,B,D,0,Senior Elite,,,,,,,,,,,,,0
F,S,S,I,TRUE,45-54,H,B,D,0,Lowkey Luxe,,2,4,,2,2,5,,,,,2,0
F,S,S,I,TRUE,65-74,H,B,D,0,Old Money,,4,3,1,2,5,5,2,,2,5,1,0
F,S,S,I,TRUE,55-64,H,D,D,0,Wealth Whispers,5,2,5,2,5,5,,,,5,,1,0
F,S,Q,I,TRUE,65-74,H,D,D,0,Old Money,,5,3,,5,5,,,,5,,3,0
F,S,S,I,TRUE,65-74,H,A,R,0,Wealth Whispers,,,2,,5,,,,,5,,1,0
F,U,Q,I,,65-74,H,,I,0,Old Money,,4,1,,1,1,,1,1,5,,1,0
F,S,P,I,TRUE,55-64,H,C,D,0,Single and Thriving,,5,,5,,,5,,,,,2,0
M,Q,R,I,TRUE,55-64,H,A,R,0,Single and Thriving,,,,,,,,,,,,5,0
M,Q,R,I,TRUE,55-64,H,A,R,0,Single and Thriving,,,,,,,,,,,,5,0
M,Q,R,I,TRUE,55-64,H,A,R,0,Single and Thriving,,,,,,,,,,,,5,0
F,S,S,I,TRUE,55-64,H,C,I,0,Wealth Whispers,5,,,5,3,3,5,4,,5,,1,0
F,S,S,I,TRUE,55-64,H,C,I,0,Wealth Whispers,5,,,5,3,3,5,4,,5,,1,0
M,S,S,I,TRUE,45-54,H,B,D,0,Lowkey Luxe,5,5,1,,5,5,,,2,,,1,0
M,S,S,I,TRUE,65-74,H,B,I,0,Single and Thriving,,,5,,4,4,,5,,,,2,0
M,S,R,I,TRUE,65-74,H,B,D,0,Old Money,,,,,1,1,,5,3,3,,1,0
F,S,S,I,,75+,H,B,D,0,Senior Elite,,4,,,2,2,,,,,,1,0
M,S,S,I,,75+,H,A,I,0,Old Money,5,,,,5,,,,5,5,,1,0
F,Q,P,I,TRUE,55-64,H,B,R,0,Single and Thriving,,5,,,4,,,5,,4,,1,0
F,S,R,I,TRUE,75+,H,B,D,0,Old Money,,5,,1,,5,,5,5,,5,1,0
M,S,S,I,TRUE,65-74,H,A,D,0,Wealth Whispers,,,,,3,4,,,,,4,2,0
F,Q,Q,I,TRUE,65-74,H,C,L,0,Urban Elites,,,,,,,,,,,4,3,0
F,R,O,I,,75+,H,B,I,0,Urban Elites,5,,,,,,,,,,,3,0
M,P,O,I,TRUE,65-74,H,D,D,0,Urban Elites,,,5,,,,5,,,,,2,0
M,S,O,H,TRUE,55-64,H,D,,0,Single and Thriving,,2,5,,,,,,4,,,2,0
F,S,O,I,,75+,H,C,R,0,Senior Elite,,,,,,,,,,,,3,0
F,S,O,I,,75+,H,C,R,0,Senior Elite,,,,,,,,,,,,3,0
M,,O,I,TRUE,55-64,H,,,0,Single and Thriving,,4,,,5,,,5,,,,4,0
M,,O,I,TRUE,55-64,H,,,0,Single and Thriving,,4,,,5,,,5,,,,4,0
F,S,S,I,TRUE,55-64,H,B,L,0,Wealth Whispers,,5,2,,4,5,2,4,,,,2,0
F,S,S,I,TRUE,65-74,H,B,D,0,Old Money,,,5,2,5,,5,,5,,,1,0
F,,S,I,,55-64,H,,D,0,Single and Thriving,,2,2,,,,,,,,,2,0
F,S,L,I,TRUE,55-64,H,C,D,0,Dynamic Duos,,,,,,,,,,,,2,0
F,S,S,I,TRUE,55-64,H,C,D,0,Single and Thriving,,,2,,3,3,2,,,,,2,0
F,O,P,I,TRUE,55-64,H,C,R,0,Single and Thriving,,5,,,,,5,,,,,1,0
F,O,P,I,TRUE,55-64,H,C,R,0,Single and Thriving,,5,,,,,5,,,,,1,0
F,O,P,I,TRUE,55-64,H,C,R,0,Single and Thriving,,5,,,,,5,,,,,1,0
F,S,S,I,TRUE,55-64,H,C,L,0,Wealth Whispers,,4,1,4,4,5,,4,4,,2,1,0
F,S,S,I,TRUE,55-64,H,C,D,0,Wealth Whispers,,,5,,,,,,,,,1,0
F,U,Q,I,,65-74,H,C,D,0,Urban Elites,,,,,4,,,,,4,,2,0
F,U,Q,I,,65-74,H,C,D,0,Urban Elites,,,,,4,,,,,4,,2,0
M,R,R,I,TRUE,45-54,H,B,R,0,Lowkey Luxe,1,4,,,2,4,,5,5,2,,1,0
F,S,S,I,TRUE,55-64,H,D,R,0,Wealth Whispers,,,2,,5,5,,,,,,2,0
F,S,S,I,TRUE,55-64,H,B,D,0,Single and Thriving,,,,,,,,,,,3,2,0
F,S,S,I,,75+,H,B,D,0,Old Money,5,5,5,,,,,5,5,,,1,0
M,U,S,I,TRUE,55-64,H,,D,0,Suburban Socialites,5,4,1,4,1,1,,3,,1,,1,0
F,Q,P,H,TRUE,65-74,H,B,L,0,Old Money,,,,,,,,,,,,,0
F,Q,P,H,TRUE,65-74,H,B,L,0,Old Money,,,,,,,,,,,,,0
F,Q,P,H,TRUE,65-74,H,B,L,0,Old Money,,,,,,,,,,,,,0
F,S,S,I,TRUE,75+,H,B,R,0,Senior Elite,,,,,5,5,,,,,,1,0
M,O,S,I,,75+,H,B,I,0,Old Money,,,,,,,,,5,,,3,0
F,S,R,I,TRUE,55-64,H,B,D,0,Wealth Whispers,,,,,2,,,,,2,,2,0
M,S,S,I,TRUE,65-74,H,B,D,0,Old Money,,,,,4,3,,5,,4,3,1,0
F,,O,I,TRUE,55-64,H,,R,0,Single and Thriving,,3,,2,1,1,,,,3,,1,0
F,R,S,I,TRUE,45-54,H,B,D,0,Patriotic and Proud,5,5,,,,,,,5,,,1,0
M,S,R,I,,65-74,H,F,D,0,Senior Society,4,4,5,,3,5,5,4,5,3,,1,0
F,S,R,I,TRUE,55-64,H,B,D,0,Suburban Socialites,4,4,2,3,2,2,,4,5,3,4,2,0
F,S,N,I,,75+,H,A,R,0,Greatest Generation,,,,,,,,,,,,5,0
F,S,S,I,TRUE,65-74,H,B,I,0,Urban Elites,,,2,1,2,,2,2,4,,1,1,0
